,factura_id,ciudad,tipo_cliente,genero,linea_producto,precio,cantidad,impuesto_5,total,fecha,hora,pago,rating,Producto_id,tienda_id,fecha_larga
693,196-01-2849,Naypyitaw,Member,Female,Fashion accessories,73.38,7.0,25.683,539.343,02/10/2019,13:56,Cash,9.5,3.0,2,02/10/2019 13:56
694,372-62-5264,Naypyitaw,Normal,Female,Food and beverages,52.6,9.0,23.67,497.07,01/16/2019,14:42,Cash,7.6,2.0,4,01/16/2019 14:42
695,800-09-8606,Yangon,Member,Female,Home and lifestyle,87.37,5.0,21.8425,458.6925,01/29/2019,19:45,Cash,6.6,1.0,5,01/29/2019 19:45
696,182-52-7000,Yangon,Member,Female,Sports and travel,27.04,4.0,5.408,113.568,01/01/2019,20:26,Ewallet,6.9,1.0,7,01/01/2019 20:26
697,826-58-8051,Mandalay,Normal,Male,Home and lifestyle,62.19,4.0,12.438,261.198,01/06/2019,19:46,Ewallet,4.3,5.0,6,01/06/2019 19:46
698,868-06-0466,Yangon,Member,Male,Electronic accessories,69.58,9.0,31.311,657.531,02/19/2019,19:38,Credit card,7.8,6.0,8,02/19/2019 19:38
699,751-41-9720,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10.0,48.75,1023.75,01/12/2019,16:18,Ewallet,8.0,7.0,1,01/12/2019 16:18
700,626-43-7888,Naypyitaw,Normal,Female,Fashion accessories,60.41,8.0,24.164,507.444,02/07/2019,12:23,Ewallet,9.6,8.0,2,02/07/2019 12:23
701,176-64-7711,Mandalay,Normal,Male,Food and beverages,32.32,3.0,4.848,101.808,03/27/2019,19:11,Credit card,4.3,234.0,3,03/27/2019 19:11
702,191-29-0321,Mandalay,Member,Female,Fashion accessories,19.77,10.0,9.885,207.585,02/27/2019,18:57,Credit card,5.0,34.0,4,02/27/2019 18:57
703,729-06-2010,Mandalay,Member,Male,Health and beauty,80.47,9.0,36.2115,760.4415,01/06/2019,11:18,Cash,9.2,3.0,5,01/06/2019 11:18
704,640-48-5028,Mandalay,Member,Female,Home and lifestyle,88.39,9.0,39.7755,835.2855,03/02/2019,12:40,Cash,6.3,3.0,6,03/02/2019 12:40
705,186-79-9562,Mandalay,Normal,Male,Health and beauty,71.77,7.0,25.1195,527.5095,03/29/2019,14:06,Cash,8.9,45.0,2,03/29/2019 14:06
706,834-45-5519,Mandalay,Normal,Female,Electronic accessories,43.0,4.0,8.6,180.6,01/31/2019,20:48,Ewallet,7.6,6.0,3,01/31/2019 20:48
707,162-65-8559,Naypyitaw,Member,Male,Food and beverages,68.98,1.0,3.449,72.429,01/21/2019,20:13,Cash,4.8,7.0,4,01/21/2019 20:13
708,760-27-5490,Naypyitaw,Normal,Male,Fashion accessories,15.62,8.0,6.248,131.208,01/20/2019,20:37,Ewallet,9.1,4.0,5,01/20/2019 20:37
709,445-30-9252,Yangon,Normal,Male,Sports and travel,25.7,3.0,3.855,80.955,01/17/2019,17:59,Ewallet,6.1,4.0,6,01/17/2019 17:59
710,786-94-2700,Yangon,Member,Male,Food and beverages,80.62,6.0,24.186,507.906,02/28/2019,20:18,Cash,9.1,34.0,1,02/28/2019 20:18
711,728-88-7867,Naypyitaw,Member,Female,Home and lifestyle,75.53,4.0,15.106,317.226,03/19/2019,15:52,Ewallet,8.3,6.0,4,03/19/2019 15:52
712,183-21-3799,Naypyitaw,Normal,Female,Electronic accessories,77.63,9.0,34.9335,733.6035,02/19/2019,15:14,Ewallet,7.2,2.0,5,02/19/2019 15:14
713,268-20-3585,Naypyitaw,Normal,Female,Health and beauty,13.85,9.0,6.2325,130.8825,02/04/2019,12:50,Ewallet,6.0,3.0,6,02/04/2019 12:50
714,735-32-9839,Naypyitaw,Member,Male,Fashion accessories,98.7,8.0,39.48,829.08,01/31/2019,10:36,Ewallet,8.5,4.0,7,01/31/2019 10:36
715,258-92-7466,Yangon,Normal,Female,Health and beauty,35.68,5.0,8.92,187.32,02/06/2019,18:33,Credit card,6.6,5.0,8,02/06/2019 18:33
716,857-16-3520,Yangon,Member,Female,Fashion accessories,71.46,7.0,25.011,525.231,03/28/2019,16:06,Ewallet,4.5,6.0,1,03/28/2019 16:06
717,482-17-1179,Yangon,Member,Male,Electronic accessories,11.94,3.0,1.791,37.611,01/19/2019,12:47,Credit card,8.1,6.0,4,01/19/2019 12:47
718,788-21-5741,Yangon,Normal,Male,Fashion accessories,45.38,3.0,6.807,142.947,02/17/2019,13:34,Credit card,7.2,7.0,3,02/17/2019 13:34
719,821-14-9046,Mandalay,Member,Female,Fashion accessories,17.48,6.0,5.244,110.124,01/18/2019,15:04,Credit card,6.1,1.0,7,01/18/2019 15:04
720,418-05-0656,Mandalay,Normal,Female,Fashion accessories,25.56,7.0,8.946,187.866,02/02/2019,20:42,Cash,7.1,1.0,6,02/02/2019 20:42
721,678-79-0726,Naypyitaw,Member,Female,Sports and travel,90.63,9.0,40.7835,856.4535,01/18/2019,15:28,Cash,5.1,3.0,8,01/18/2019 15:28
722,776-68-1096,Mandalay,Normal,Male,Home and lifestyle,44.12,3.0,6.618,138.978,03/18/2019,13:45,Credit card,7.9,5.0,1,03/18/2019 13:45
723,592-46-1692,Naypyitaw,Member,Female,Food and beverages,36.77,7.0,12.8695,270.2595,01/11/2019,20:10,Cash,7.4,9.0,2,01/11/2019 20:10
724,434-35-9162,Mandalay,Member,Male,Food and beverages,23.34,4.0,4.668,98.028,02/04/2019,18:53,Ewallet,7.4,3.0,4,02/04/2019 18:53
725,149-14-0304,Naypyitaw,Member,Female,Health and beauty,28.5,8.0,11.4,239.4,02/06/2019,14:24,Cash,6.6,2.0,5,02/06/2019 14:24
726,442-44-6497,Naypyitaw,Member,Male,Home and lifestyle,55.57,3.0,8.3355,175.0455,01/08/2019,11:42,Credit card,5.9,1.0,7,01/08/2019 11:42
727,174-64-0215,Mandalay,Normal,Male,Sports and travel,69.74,10.0,34.87,732.27,03/05/2019,17:49,Credit card,8.9,1.0,6,03/05/2019 17:49
728,210-74-9613,Naypyitaw,Normal,Male,Fashion accessories,97.26,4.0,19.452,408.492,03/16/2019,15:33,Ewallet,6.8,5.0,8,03/16/2019 15:33
729,299-29-0180,Mandalay,Member,Female,Home and lifestyle,52.18,7.0,18.263,383.523,03/09/2019,10:54,Cash,9.3,6.0,1,03/09/2019 10:54
730,247-11-2470,Yangon,Member,Female,Fashion accessories,22.32,4.0,4.464,93.744,03/01/2019,16:23,Credit card,4.4,7.0,2,03/01/2019 16:23
731,635-28-5728,Yangon,Normal,Male,Health and beauty,56.0,3.0,8.4,176.4,02/28/2019,19:33,Ewallet,4.8,8.0,3,02/28/2019 19:33
732,756-49-0168,Yangon,Member,Male,Fashion accessories,19.7,1.0,0.985,20.685,02/08/2019,11:39,Ewallet,9.5,234.0,4,02/08/2019 11:39
733,438-23-1242,Mandalay,Normal,Male,Electronic accessories,75.88,7.0,26.558,557.718,01/24/2019,10:38,Ewallet,8.9,34.0,5,01/24/2019 10:38
734,238-45-6950,Mandalay,Member,Male,Food and beverages,53.72,1.0,2.686,56.406,03/01/2019,20:03,Ewallet,6.4,3.0,6,03/01/2019 20:03
735,607-65-2441,Naypyitaw,Member,Male,Health and beauty,81.95,10.0,40.975,860.475,03/10/2019,12:39,Credit card,6.0,3.0,1,03/10/2019 12:39
736,386-27-7606,Naypyitaw,Member,Female,Home and lifestyle,81.2,7.0,28.42,596.82,03/23/2019,15:59,Credit card,8.1,45.0,4,03/23/2019 15:59
737,137-63-5492,Naypyitaw,Normal,Male,Electronic accessories,58.76,10.0,29.38,616.98,01/29/2019,14:26,Ewallet,9.0,6.0,5,01/29/2019 14:26
738,197-77-7132,Mandalay,Member,Male,Electronic accessories,91.56,8.0,36.624,769.104,01/12/2019,18:22,Ewallet,6.0,7.0,6,01/12/2019 18:22
739,805-86-0265,Yangon,Normal,Male,Home and lifestyle,93.96,9.0,42.282,887.922,03/20/2019,11:32,Cash,9.8,4.0,7,03/20/2019 11:32
740,733-29-1227,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7.0,19.4635,408.7335,03/23/2019,12:41,Cash,8.5,4.0,8,03/23/2019 12:41
741,451-73-2711,Naypyitaw,Normal,Male,Food and beverages,84.83,1.0,4.2415,89.0715,01/14/2019,15:20,Ewallet,8.8,34.0,1,01/14/2019 15:20
742,373-14-0504,Yangon,Member,Female,Sports and travel,71.63,2.0,7.163,150.423,02/12/2019,14:33,Ewallet,8.8,6.0,4,02/12/2019 14:33
743,546-80-2899,Yangon,Member,Male,Home and lifestyle,37.69,2.0,3.769,79.149,02/20/2019,15:29,Ewallet,9.5,4.0,3,02/20/2019 15:29
744,345-68-9016,Naypyitaw,Member,Female,Sports and travel,31.67,8.0,12.668,266.028,01/02/2019,16:19,Credit card,5.6,34.0,7,01/02/2019 16:19
745,390-17-5806,Naypyitaw,Member,Female,Food and beverages,38.42,1.0,1.921,40.341,02/02/2019,16:33,Cash,8.6,6.0,6,02/02/2019 16:33
746,457-13-1708,Mandalay,Member,Male,Fashion accessories,65.23,10.0,32.615,684.915,01/08/2019,19:07,Credit card,5.2,2.0,8,01/08/2019 19:07
747,664-14-2882,Naypyitaw,Member,Female,Home and lifestyle,10.53,5.0,2.6325,55.2825,01/30/2019,14:43,Credit card,5.8,3.0,1,01/30/2019 14:43
748,487-79-6868,Mandalay,Member,Female,Home and lifestyle,12.29,9.0,5.5305,116.1405,03/26/2019,19:28,Credit card,8.0,4.0,2,03/26/2019 19:28
749,314-23-4520,Naypyitaw,Member,Male,Health and beauty,81.23,7.0,28.4305,597.0405,01/15/2019,20:44,Cash,9.0,5.0,4,01/15/2019 20:44
750,210-30-7976,Mandalay,Member,Female,Fashion accessories,22.32,4.0,4.464,93.744,03/14/2019,11:16,Ewallet,4.1,6.0,5,03/14/2019 11:16
751,585-86-8361,Yangon,Normal,Female,Food and beverages,27.28,5.0,6.82,143.22,02/03/2019,10:31,Credit card,8.6,6.0,7,02/03/2019 10:31
752,807-14-7833,Yangon,Member,Female,Electronic accessories,17.42,10.0,8.71,182.91,02/22/2019,12:30,Ewallet,7.0,7.0,6,02/22/2019 12:30
753,775-72-1988,Mandalay,Normal,Male,Home and lifestyle,73.28,5.0,18.32,384.72,01/24/2019,15:05,Ewallet,8.4,1.0,8,01/24/2019 15:05
754,288-38-3758,Naypyitaw,Member,Female,Fashion accessories,84.87,3.0,12.7305,267.3405,01/25/2019,18:30,Ewallet,7.4,1.0,1,01/25/2019 18:30
755,652-43-6591,Yangon,Normal,Female,Fashion accessories,97.29,8.0,38.916,817.236,03/09/2019,13:18,Credit card,6.2,3.0,2,03/09/2019 13:18
756,785-96-0615,Mandalay,Member,Female,Electronic accessories,35.74,8.0,14.296,300.216,02/17/2019,15:28,Ewallet,4.9,5.0,3,02/17/2019 15:28
757,406-46-7107,Yangon,Normal,Female,Home and lifestyle,96.52,6.0,28.956,608.076,01/11/2019,11:52,Cash,4.5,9.0,4,01/11/2019 11:52
758,250-17-5703,Yangon,Member,Male,Food and beverages,18.85,10.0,9.425,197.925,02/27/2019,18:24,Ewallet,5.6,3.0,5,02/27/2019 18:24
759,156-95-3964,Yangon,Normal,Female,Food and beverages,55.39,4.0,11.078,232.638,03/25/2019,15:19,Ewallet,8.0,2.0,6,03/25/2019 15:19
760,842-40-8179,Mandalay,Member,Female,Food and beverages,77.2,10.0,38.6,810.6,02/11/2019,10:38,Credit card,5.6,1.0,1,02/11/2019 10:38
761,525-09-8450,Mandalay,Normal,Male,Electronic accessories,72.13,10.0,36.065,757.365,01/31/2019,15:12,Credit card,4.2,1.0,4,01/31/2019 15:12
762,410-67-1709,Yangon,Member,Female,Fashion accessories,63.88,8.0,25.552,536.592,01/20/2019,17:48,Ewallet,9.9,5.0,5,01/20/2019 17:48
763,587-73-4862,Yangon,Member,Female,Health and beauty,10.69,5.0,2.6725,56.1225,03/26/2019,11:07,Ewallet,7.6,6.0,6,03/26/2019 11:07
764,787-87-2010,Yangon,Member,Male,Health and beauty,55.5,4.0,11.1,233.1,01/20/2019,15:48,Credit card,6.6,7.0,7,01/20/2019 15:48
765,593-14-4239,Mandalay,Normal,Female,Home and lifestyle,95.46,8.0,38.184,801.864,03/05/2019,19:40,Ewallet,4.7,8.0,8,03/05/2019 19:40
766,801-88-0346,Naypyitaw,Normal,Female,Fashion accessories,76.06,3.0,11.409,239.589,01/05/2019,20:30,Credit card,9.8,234.0,1,01/05/2019 20:30
767,388-76-2555,Mandalay,Normal,Male,Sports and travel,13.69,6.0,4.107,86.247,02/13/2019,13:59,Cash,6.3,34.0,4,02/13/2019 13:59
768,711-31-1234,Mandalay,Normal,Female,Electronic accessories,95.64,4.0,19.128,401.688,03/16/2019,18:51,Cash,7.9,3.0,3,03/16/2019 18:51
769,886-54-6089,Yangon,Normal,Female,Home and lifestyle,11.43,6.0,3.429,72.009,01/15/2019,17:24,Cash,7.7,3.0,7,01/15/2019 17:24
770,707-32-7409,Mandalay,Member,Female,Sports and travel,95.54,4.0,19.108,401.268,02/26/2019,11:58,Ewallet,4.5,45.0,6,02/26/2019 11:58
771,759-98-4285,Naypyitaw,Member,Female,Health and beauty,85.87,7.0,30.0545,631.1445,02/27/2019,19:01,Credit card,8.0,6.0,8,02/27/2019 19:01
772,201-63-8275,Naypyitaw,Member,Female,Sports and travel,67.99,7.0,23.7965,499.7265,02/17/2019,16:50,Ewallet,5.7,7.0,1,02/17/2019 16:50
773,471-06-8611,Naypyitaw,Normal,Female,Food and beverages,52.42,1.0,2.621,55.041,02/06/2019,10:22,Credit card,6.3,4.0,2,02/06/2019 10:22
774,200-16-5952,Naypyitaw,Member,Male,Food and beverages,65.65,2.0,6.565,137.865,01/17/2019,16:46,Cash,6.0,4.0,4,01/17/2019 16:46
775,120-54-2248,Mandalay,Normal,Female,Food and beverages,28.86,5.0,7.215,151.515,01/22/2019,18:08,Credit card,8.0,34.0,5,01/22/2019 18:08
776,102-77-2261,Naypyitaw,Member,Male,Health and beauty,65.31,7.0,22.8585,480.0285,03/05/2019,18:02,Credit card,4.2,6.0,7,03/05/2019 18:02
777,875-31-8302,Mandalay,Normal,Male,Sports and travel,93.38,1.0,4.669,98.049,01/03/2019,13:07,Cash,9.6,2.0,6,01/03/2019 13:07
778,102-06-2002,Naypyitaw,Member,Male,Sports and travel,25.25,5.0,6.3125,132.5625,03/20/2019,17:52,Cash,6.1,3.0,8,03/20/2019 17:52
779,457-94-0464,Mandalay,Member,Male,Electronic accessories,87.87,9.0,39.5415,830.3715,01/31/2019,20:32,Ewallet,5.6,4.0,1,01/31/2019 20:32
780,629-42-4133,Naypyitaw,Normal,Male,Health and beauty,21.8,8.0,8.72,183.12,02/19/2019,19:24,Cash,8.3,5.0,2,02/19/2019 19:24
781,534-53-3526,Yangon,Normal,Female,Sports and travel,94.76,4.0,18.952,397.992,02/11/2019,16:06,Ewallet,7.8,6.0,3,02/11/2019 16:06
782,307-04-2070,Yangon,Member,Female,Fashion accessories,30.62,1.0,1.531,32.151,02/05/2019,14:14,Credit card,4.1,6.0,4,02/05/2019 14:14
783,468-99-7231,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8.0,17.604,369.684,03/03/2019,17:36,Cash,8.8,7.0,5,03/03/2019 17:36
784,516-77-6464,Naypyitaw,Member,Female,Health and beauty,10.16,5.0,2.54,53.34,02/24/2019,13:08,Ewallet,4.1,1.0,6,02/24/2019 13:08
785,404-91-5964,Yangon,Normal,Male,Electronic accessories,74.58,7.0,26.103,548.163,02/04/2019,16:09,Credit card,9.0,1.0,1,02/04/2019 16:09
786,886-77-9084,Naypyitaw,Normal,Male,Electronic accessories,71.89,8.0,28.756,603.876,02/19/2019,11:33,Ewallet,5.5,3.0,4,02/19/2019 11:33
787,790-38-4466,Naypyitaw,Normal,Female,Health and beauty,10.99,5.0,2.7475,57.6975,01/23/2019,10:18,Credit card,9.3,5.0,5,01/23/2019 10:18
788,704-10-4056,Naypyitaw,Member,Male,Health and beauty,60.47,3.0,9.0705,190.4805,01/14/2019,10:55,Credit card,5.6,9.0,6,01/14/2019 10:55
789,497-37-6538,Yangon,Normal,Male,Sports and travel,58.91,7.0,20.6185,432.9885,01/17/2019,15:15,Ewallet,9.7,3.0,7,01/17/2019 15:15
790,651-96-5970,Yangon,Normal,Male,Fashion accessories,46.41,1.0,2.3205,48.7305,03/03/2019,20:06,Credit card,4.0,2.0,8,03/03/2019 20:06
791,400-80-4065,Naypyitaw,Member,Male,Health and beauty,68.55,4.0,13.71,287.91,02/15/2019,20:21,Credit card,9.2,1.0,1,02/15/2019 20:21
792,744-16-7898,Mandalay,Normal,Female,Home and lifestyle,97.37,10.0,48.685,1022.385,01/15/2019,13:48,Credit card,4.9,1.0,4,01/15/2019 13:48
793,263-12-5321,Yangon,Member,Male,Electronic accessories,92.6,7.0,32.41,680.61,02/27/2019,12:52,Credit card,9.3,5.0,3,02/27/2019 12:52
794,702-72-0487,Yangon,Normal,Female,Electronic accessories,46.61,2.0,4.661,97.881,02/26/2019,12:28,Credit card,6.6,6.0,7,02/26/2019 12:28
795,605-83-1050,Mandalay,Normal,Male,Fashion accessories,27.18,2.0,2.718,57.078,03/15/2019,16:26,Ewallet,4.3,7.0,6,03/15/2019 16:26
796,443-60-9639,Naypyitaw,Member,Female,Home and lifestyle,60.87,1.0,3.0435,63.9135,01/24/2019,13:24,Cash,5.5,8.0,8,01/24/2019 13:24
797,864-24-7918,Yangon,Member,Female,Sports and travel,24.49,10.0,12.245,257.145,02/22/2019,15:15,Cash,8.1,234.0,1,02/22/2019 15:15
798,359-94-5395,Mandalay,Normal,Male,Health and beauty,92.78,1.0,4.639,97.419,03/15/2019,10:50,Credit card,9.8,34.0,2,03/15/2019 10:50
799,401-09-4232,Naypyitaw,Member,Male,Home and lifestyle,86.69,5.0,21.6725,455.1225,02/11/2019,18:38,Ewallet,9.4,3.0,4,02/11/2019 18:38
800,751-15-6198,Mandalay,Normal,Male,Sports and travel,23.01,6.0,6.903,144.963,01/12/2019,16:45,Ewallet,7.9,3.0,5,01/12/2019 16:45
801,324-41-6833,Naypyitaw,Member,Female,Electronic accessories,30.2,8.0,12.08,253.68,03/03/2019,19:30,Ewallet,5.1,45.0,7,03/03/2019 19:30
802,474-33-8305,Naypyitaw,Member,Male,Fashion accessories,67.39,7.0,23.5865,495.3165,03/23/2019,13:23,Ewallet,6.9,6.0,6,03/23/2019 13:23
803,759-29-9521,Yangon,Member,Female,Fashion accessories,48.96,9.0,22.032,462.672,03/04/2019,11:27,Cash,8.0,7.0,8,03/04/2019 11:27
804,831-81-6575,Mandalay,Member,Female,Electronic accessories,75.59,9.0,34.0155,714.3255,02/23/2019,11:12,Cash,8.0,4.0,1,02/23/2019 11:12
805,220-68-6701,Yangon,Normal,Female,Home and lifestyle,77.47,4.0,15.494,325.374,03/17/2019,16:36,Cash,4.2,4.0,2,03/17/2019 16:36
806,618-34-8551,Yangon,Normal,Female,Sports and travel,93.18,2.0,9.318,195.678,01/16/2019,18:41,Credit card,8.5,34.0,3,01/16/2019 18:41
807,257-60-7754,Yangon,Normal,Female,Electronic accessories,50.23,4.0,10.046,210.966,01/08/2019,17:12,Cash,9.0,6.0,4,01/08/2019 17:12
808,559-61-5987,Mandalay,Normal,Female,Health and beauty,17.75,1.0,0.8875,18.6375,01/14/2019,10:38,Cash,8.6,2.0,5,01/14/2019 10:38
809,189-55-2313,Naypyitaw,Normal,Female,Fashion accessories,62.18,10.0,31.09,652.89,01/31/2019,10:33,Ewallet,6.0,3.0,6,01/31/2019 10:33
810,565-91-4567,Mandalay,Normal,Male,Health and beauty,10.75,8.0,4.3,90.3,03/15/2019,14:38,Ewallet,6.2,4.0,1,03/15/2019 14:38
811,380-60-5336,Yangon,Normal,Female,Electronic accessories,40.26,10.0,20.13,422.73,02/24/2019,18:06,Credit card,5.0,5.0,4,02/24/2019 18:06
812,815-04-6282,Naypyitaw,Member,Female,Sports and travel,64.97,5.0,16.2425,341.0925,02/08/2019,12:52,Credit card,6.5,6.0,5,02/08/2019 12:52
813,674-56-6360,Yangon,Normal,Male,Electronic accessories,95.15,1.0,4.7575,99.9075,03/22/2019,14:00,Cash,6.0,6.0,6,03/22/2019 14:00
814,778-34-2523,Yangon,Member,Female,Electronic accessories,48.62,8.0,19.448,408.408,01/24/2019,10:57,Cash,5.0,7.0,7,01/24/2019 10:57
815,499-27-7781,Mandalay,Normal,Female,Food and beverages,53.21,8.0,21.284,446.964,03/14/2019,16:45,Ewallet,5.0,1.0,8,03/14/2019 16:45
816,477-59-2456,Naypyitaw,Normal,Female,Fashion accessories,45.44,7.0,15.904,333.984,01/23/2019,11:15,Cash,9.2,1.0,1,01/23/2019 11:15
817,832-51-6761,Yangon,Normal,Male,Food and beverages,33.88,8.0,13.552,284.592,01/19/2019,20:29,Ewallet,9.6,3.0,4,01/19/2019 20:29
818,869-11-3082,Mandalay,Member,Male,Health and beauty,96.16,4.0,19.232,403.872,01/27/2019,20:03,Credit card,8.4,5.0,3,01/27/2019 20:03
819,190-59-3964,Mandalay,Member,Male,Food and beverages,47.16,5.0,11.79,247.59,02/03/2019,14:35,Credit card,6.0,9.0,7,02/03/2019 14:35
820,366-43-6862,Mandalay,Normal,Male,Electronic accessories,52.89,4.0,10.578,222.138,03/25/2019,16:32,Ewallet,6.7,3.0,6,03/25/2019 16:32
821,186-43-8965,Yangon,Member,Female,Home and lifestyle,47.68,2.0,4.768,100.128,02/24/2019,10:10,Credit card,4.1,2.0,8,02/24/2019 10:10
822,784-21-9238,Naypyitaw,Member,Male,Sports and travel,10.17,1.0,0.5085,10.6785,02/07/2019,14:15,Cash,5.9,1.0,1,02/07/2019 14:15
823,276-75-6884,Yangon,Normal,Female,Health and beauty,68.71,3.0,10.3065,216.4365,03/04/2019,10:05,Cash,8.7,1.0,2,03/04/2019 10:05
824,109-86-4363,Mandalay,Member,Female,Sports and travel,60.08,7.0,21.028,441.588,02/14/2019,11:36,Credit card,4.5,5.0,4,02/14/2019 11:36
825,569-76-2760,Yangon,Member,Female,Sports and travel,22.01,4.0,4.402,92.442,01/29/2019,18:15,Credit card,6.6,6.0,5,01/29/2019 18:15
826,222-42-0244,Mandalay,Member,Female,Health and beauty,72.11,9.0,32.4495,681.4395,01/28/2019,13:53,Credit card,7.7,7.0,7,01/28/2019 13:53
827,760-53-9233,Yangon,Member,Male,Fashion accessories,41.28,3.0,6.192,130.032,03/26/2019,18:37,Credit card,8.5,8.0,6,03/26/2019 18:37
828,538-22-0304,Naypyitaw,Normal,Male,Electronic accessories,64.95,10.0,32.475,681.975,03/24/2019,18:27,Cash,5.2,234.0,8,03/24/2019 18:27
829,416-17-9926,Yangon,Member,Female,Electronic accessories,74.22,10.0,37.11,779.31,01/01/2019,14:42,Credit card,4.3,34.0,1,01/01/2019 14:42
830,237-44-6163,Yangon,Normal,Male,Electronic accessories,10.56,8.0,4.224,88.704,01/24/2019,17:43,Cash,7.6,3.0,2,01/24/2019 17:43
831,636-17-0325,Mandalay,Normal,Male,Health and beauty,62.57,4.0,12.514,262.794,02/25/2019,18:37,Cash,9.5,3.0,3,02/25/2019 18:37
832,343-75-9322,Mandalay,Member,Female,Sports and travel,11.85,8.0,4.74,99.54,01/09/2019,16:34,Cash,4.1,45.0,4,01/09/2019 16:34
833,528-14-9470,Yangon,Member,Male,Health and beauty,91.3,1.0,4.565,95.865,02/14/2019,14:42,Ewallet,9.2,6.0,5,02/14/2019 14:42
834,427-45-9297,Mandalay,Member,Female,Home and lifestyle,40.73,7.0,14.2555,299.3655,03/12/2019,11:01,Ewallet,5.4,7.0,6,03/12/2019 11:01
835,807-34-3742,Yangon,Normal,Male,Fashion accessories,52.38,1.0,2.619,54.999,03/26/2019,19:44,Cash,5.8,4.0,1,03/26/2019 19:44
836,288-62-1085,Yangon,Member,Male,Fashion accessories,38.54,5.0,9.635,202.335,01/09/2019,13:34,Ewallet,5.6,4.0,4,01/09/2019 13:34
837,670-71-7306,Mandalay,Normal,Male,Sports and travel,44.63,6.0,13.389,281.169,01/02/2019,20:08,Credit card,5.1,34.0,5,01/02/2019 20:08
838,660-29-7083,Naypyitaw,Normal,Male,Electronic accessories,55.87,10.0,27.935,586.635,01/15/2019,15:01,Cash,5.8,6.0,6,01/15/2019 15:01
839,271-77-8740,Naypyitaw,Member,Female,Sports and travel,29.22,6.0,8.766,184.086,01/01/2019,11:40,Ewallet,5.0,2.0,7,01/01/2019 11:40
840,497-36-0989,Yangon,Normal,Male,Fashion accessories,51.94,3.0,7.791,163.611,02/15/2019,15:21,Cash,7.9,3.0,8,02/15/2019 15:21
841,291-59-1384,Mandalay,Normal,Male,Electronic accessories,60.3,1.0,3.015,63.315,02/28/2019,17:38,Cash,6.0,4.0,1,02/28/2019 17:38
842,860-73-6466,Yangon,Member,Female,Sports and travel,39.47,2.0,3.947,82.887,03/02/2019,16:16,Credit card,5.0,5.0,4,03/02/2019 16:16
843,549-23-9016,Naypyitaw,Member,Female,Food and beverages,14.87,2.0,1.487,31.227,02/13/2019,18:15,Credit card,8.9,6.0,3,02/13/2019 18:15
844,896-34-0956,Yangon,Normal,Male,Fashion accessories,21.32,1.0,1.066,22.386,01/26/2019,12:43,Cash,5.9,6.0,7,01/26/2019 12:43
845,804-38-3935,Yangon,Member,Male,Electronic accessories,93.78,3.0,14.067,295.407,01/30/2019,11:32,Credit card,5.9,7.0,6,01/30/2019 11:32
846,585-90-0249,Yangon,Member,Male,Electronic accessories,73.26,1.0,3.663,76.923,01/27/2019,18:08,Ewallet,9.7,1.0,8,01/27/2019 18:08
847,862-29-5914,Naypyitaw,Normal,Female,Sports and travel,22.38,1.0,1.119,23.499,01/30/2019,17:08,Credit card,8.6,1.0,1,01/30/2019 17:08
848,845-94-6841,Naypyitaw,Member,Female,Food and beverages,72.88,9.0,32.796,688.716,01/08/2019,19:38,Cash,4.0,3.0,2,01/08/2019 19:38
849,125-45-2293,Yangon,Normal,Female,Fashion accessories,99.1,6.0,29.73,624.33,01/19/2019,13:11,Cash,4.2,5.0,4,01/19/2019 13:11
850,843-73-4724,Yangon,Normal,Male,Fashion accessories,74.1,1.0,3.705,77.805,01/25/2019,11:05,Cash,9.2,9.0,5,01/25/2019 11:05
851,409-33-9708,Yangon,Normal,Female,Fashion accessories,98.48,2.0,9.848,206.808,02/19/2019,10:12,Ewallet,9.2,3.0,7,02/19/2019 10:12
852,658-66-3967,Naypyitaw,Normal,Male,Health and beauty,53.19,7.0,18.6165,390.9465,01/14/2019,15:42,Ewallet,5.0,2.0,6,01/14/2019 15:42
853,866-70-2814,Mandalay,Normal,Female,Electronic accessories,52.79,10.0,26.395,554.295,02/25/2019,11:58,Ewallet,10.0,1.0,8,02/25/2019 11:58
854,160-22-2687,Yangon,Member,Female,Health and beauty,95.95,5.0,23.9875,503.7375,01/23/2019,14:21,Ewallet,8.8,1.0,1,01/23/2019 14:21
855,895-03-6665,Mandalay,Normal,Female,Fashion accessories,36.51,9.0,16.4295,345.0195,02/16/2019,10:52,Cash,4.2,5.0,2,02/16/2019 10:52
856,770-42-8960,Mandalay,Normal,Male,Food and beverages,21.12,8.0,8.448,177.408,01/01/2019,19:31,Cash,6.3,6.0,3,01/01/2019 19:31
857,748-45-2862,Yangon,Member,Female,Home and lifestyle,28.31,4.0,5.662,118.902,03/07/2019,18:35,Cash,8.2,7.0,4,03/07/2019 18:35
858,234-36-2483,Mandalay,Normal,Male,Health and beauty,57.59,6.0,17.277,362.817,02/15/2019,13:51,Cash,5.1,8.0,5,02/15/2019 13:51
859,316-66-3011,Yangon,Member,Female,Food and beverages,47.63,9.0,21.4335,450.1035,01/23/2019,12:35,Cash,5.0,234.0,6,01/23/2019 12:35
